0,0.010726,0.044558,0.052513,0.0060397,0.041529,0.024965,0.019905,0.040795,0.019745,0.048346,0.010727,0.052539,0.011886,0.055287,0.014513,0.057878,0.04759,0.004693,0.014303,0.0092009,0.055688,0.0074995,0.037102,0.057355,0.057884,0.061236,0.056703,0.061126,0.048304,0.057762,0.02003,0.046749,0.052788,0.058981,0.051849
0,0,0.044741,0.052811,0.01295,0.041724,0.024996,0.019957,0.040949,0.019685,0.048508,0.0084216,0.05277,0.0034324,0.055534,0.0045067,0.058088,0.047827,0.015251,0.003714,0.015936,0.055918,0.01322,0.037294,0.05766,0.058189,0.061542,0.05701,0.061356,0.048607,0.05807,0.020133,0.047055,0.053097,0.059289,0.052154
0,0,0,0.056312,0.040211,0.015302,0.026269,0.028198,0.0084014,0.034392,0.015415,0.032461,0.018111,0.039186,0.014099,0.039823,0.019204,0.022208,0.046416,0.041191,0.029825,0.017628,0.035359,0.0051275,0.056252,0.039616,0.057538,0.041417,0.014177,0.033363,0.042291,0.026021,0.03456,0.048872,0.053663,0.035942
0,0,0,0,0.044579,0.053026,0.062222,0.058365,0.058468,0.064122,0.061357,0.045751,0.051218,0.050131,0.048675,0.054859,0.058244,0.047495,0.04783,0.054001,0.051207,0.053,0.057432,0.051861,0.0067643,0.026546,0.0089567,0.023056,0.055914,0.025152,0.023238,0.055244,0.023001,0.0095053,0.0076453,0.024743
0,0,0,0,0,0.036854,0.025522,0.020265,0.037325,0.022879,0.044535,0.0096038,0.046662,0.012316,0.048896,0.015828,0.052543,0.041538,0.0061422,0.015931,0.0079627,0.049813,0.010672,0.032603,0.049219,0.049716,0.053035,0.048446,0.055197,0.040184,0.0495,0.018967,0.038548,0.044497,0.050707,0.043689
0,0,0,0,0,0,0.024798,0.026104,0.024566,0.03264,0.0057141,0.029193,0.014336,0.036116,0.021546,0.037038,0.019197,0.019503,0.043137,0.038319,0.02696,0.017305,0.032899,0.016605,0.053204,0.037463,0.05466,0.039034,0.026123,0.030642,0.039952,0.023637,0.031661,0.045847,0.050818,0.033421
0,0,0,0,0,0,0,0.006883,0.020772,0.007986,0.028115,0.01902,0.038043,0.021042,0.042468,0.01876,0.040924,0.034499,0.02941,0.020657,0.013852,0.040806,0.01138,0.020935,0.064911,0.056157,0.067737,0.0565,0.045899,0.047144,0.05757,0.0087886,0.046875,0.058383,0.064431,0.0507
0,0,0,0,0,0,0,0,0.023218,0.0042618,0.030833,0.014025,0.039008,0.015794,0.043034,0.013812,0.042709,0.034949,0.024176,0.015657,0.0071124,0.041944,0.0064728,0.021846,0.061422,0.054278,0.064453,0.054314,0.047226,0.044975,0.055398,0.0049542,0.044439,0.055144,0.061293,0.048605
0,0,0,0,0,0,0,0,0,0.029032,0.023951,0.029426,0.022167,0.035562,0.016257,0.03564,0.020917,0.024165,0.043242,0.037151,0.025922,0.020156,0.03073,0.0072333,0.059026,0.043907,0.060673,0.045405,0.018267,0.036851,0.046339,0.02143,0.03772,0.051716,0.056871,0.03974
0,0,0,0,0,0,0,0,0,0,0.036449,0.018565,0.045744,0.017328,0.049928,0.01357,0.049029,0.041864,0.025061,0.01548,0.010086,0.04861,0.0069774,0.028536,0.067546,0.0613,0.070743,0.061242,0.05381,0.051929,0.06233,0.0079942,0.051295,0.061499,0.067703,0.055574
